1406867382714,0.0
1406867382724,0.0
1406867382735,0.0
1406867382746,0.0
1406867382755,0.0
1406867382765,0.0
1406867382775,0.0
1406867382786,0.0
1406867382795,0.0
1406867382805,0.0
1406867382815,0.0
1406867382825,0.0
1406867382836,0.0
1406867382847,0.0
1406867382855,0.0
1406867382865,0.0
1406867382875,0.0
1406867382885,0.0
1406867382895,0.0
1406867382905,0.0
1406867382915,0.0
1406867382925,0.0
1406867382936,0.0
1406867382945,0.0
1406867382955,0.0
1406867382965,0.0
1406867382975,0.0
1406867382986,0.0
1406867382995,0.0
1406867383005,0.0
1406867383015,0.0
1406867383027,0.0
1406867383036,0.0
1406867383045,0.0
1406867383055,0.0
1406867383065,0.0
1406867383075,0.0
1406867383085,0.0
1406867383095,0.0
1406867383105,0.0
1406867383115,0.0
1406867383125,0.0
1406867383135,0.0
1406867383145,0.0
1406867383188,0.0
1406867383189,0.0
1406867383190,0.0
1406867383192,0.0
1406867383199,0.0
1406867383205,0.0
1406867383214,0.0
1406867383224,0.0
1406867383234,0.0
1406867383247,0.0
1406867383254,0.0
1406867383264,0.0
1406867383274,0.0
1406867383285,0.0
1406867383296,0.0
1406867383305,0.0
1406867383315,0.0
1406867383325,0.0
1406867383336,0.0
1406867383345,0.0
1406867383355,0.0
1406867383365,0.0
1406867383375,0.0
1406867383388,0.0
1406867383395,0.0
1406867383405,0.0
1406867383415,0.0
1406867383425,0.0
1406867383436,0.0
1406867383445,0.0
1406867383455,0.0
1406867383465,0.0
1406867383475,0.0
1406867383485,0.0
1406867383495,0.0
1406867383505,0.0
1406867383515,0.0
1406867383525,0.0
1406867383535,0.0
1406867383545,0.0
1406867383555,0.0
1406867383567,0.0
1406867383575,0.0
1406867383588,0.0
1406867383595,0.0
1406867383605,0.0
1406867383615,0.0
1406867383625,0.0
1406867383636,0.0
1406867383645,0.0
1406867383655,0.0
1406867383665,0.0
1406867383675,0.0
1406867383686,0.0
1406867383695,0.0
1406867383705,0.0
1406867383715,0.0
1406867383725,0.0
1406867383735,0.0
1406867383747,0.0
1406867383755,0.0
1406867383765,0.0
1406867383775,0.0
1406867383786,0.0
1406867383795,0.0
1406867383805,0.0
1406867383816,0.0
1406867383825,0.0
1406867383836,0.0
1406867383845,0.0
1406867383855,0.0
1406867383865,0.0
1406867383875,0.0
1406867383885,0.0
1406867383895,0.0
1406867383905,0.0
1406867383915,0.0
1406867383927,0.0
1406867383936,0.0
1406867383945,0.0
1406867383955,0.0
1406867383965,0.0
1406867383975,0.0
1406867383986,0.0
1406867383995,0.0
1406867384005,0.0
1406867384015,0.0
1406867384025,0.0
1406867384036,0.0
1406867384045,0.0
1406867384055,0.0
1406867384065,0.0
1406867384075,0.0
1406867384085,0.0
1406867384095,0.0
1406867384107,0.0
1406867384115,0.0
1406867384125,0.0
1406867384135,0.0
1406867384145,0.0
1406867384155,0.0
1406867384165,0.0
1406867384175,0.0
1406867384186,0.0
1406867384195,0.0
1406867384205,0.0
1406867384215,0.0
1406867384225,0.0
1406867384236,0.0
1406867384245,0.0
1406867384255,0.0
1406867384265,0.0
1406867384275,0.0
1406867384288,0.0
1406867384295,0.0
1406867384305,0.0
1406867384315,0.0
1406867384325,0.0
1406867384335,0.0
1406867384345,0.0
1406867384355,0.0
1406867384365,0.0
1406867384375,0.0
1406867384386,0.0
1406867384395,0.0
1406867384405,0.0
1406867384415,0.0
1406867384425,0.0
1406867384436,0.0
1406867384445,0.0
1406867384455,0.0
1406867384467,0.0
1406867384475,0.0
1406867384486,0.0
1406867384495,0.0
1406867384505,0.0
1406867384515,0.0
1406867384525,0.0
1406867384535,0.0
1406867384545,0.0
1406867384555,0.0
1406867384565,0.0
1406867384575,0.0
1406867384586,0.0
1406867384595,0.0
1406867384605,0.0
1406867384615,0.0
1406867384625,0.0
1406867384636,0.0
1406867384647,0.0
1406867384655,0.0
1406867384665,0.0
1406867384675,0.0
1406867384688,0.0
1406867384695,0.0
1406867384705,0.0
1406867384715,0.0
1406867384725,0.0
1406867384736,0.0
1406867384745,0.0
1406867384755,0.0
1406867384765,0.0
1406867384775,0.0
1406867384786,0.0
1406867384795,0.0
1406867384805,0.0
1406867384815,0.0
1406867384827,0.0
1406867384836,0.0
1406867384845,0.0
1406867384855,0.0
1406867384865,0.0
1406867384875,0.0
1406867384885,0.0
1406867384895,0.0
1406867384905,0.0
1406867384916,0.0
1406867384925,0.0
1406867384936,0.0
1406867384945,0.0
1406867384955,0.0
1406867384965,0.0
1406867384975,0.0
1406867384986,0.0
1406867384995,0.0
1406867385007,0.0
1406867385015,0.0
1406867385025,0.0
1406867385036,0.0
1406867385045,0.0
1406867385055,0.0
1406867385065,0.0
1406867385075,0.0
1406867385086,0.0
1406867385095,0.0
1406867385105,0.0
1406867385115,0.0
